Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Author Keywords,Index Keywords,Funding Details,Document Type,Access Type,Source
"14065795500;57203848798;9273675000;15126784100;","Developing questionnaires for educational research: AMEE Guide No. 87",2014,"Medical Teacher",144,"10.3109/0142159X.2014.889814","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901943213&doi=10.3109%2f0142159X.2014.889814&partnerID=40&md5=01fdf8e6ec493335a67689c45c1da7df",,"human; interview; literature; medical education; pilot study; questionnaire; reproducibility; research; standards; Education, Medical; Humans; Interviews as Topic; Pilot Projects; Questionnaires; Reproducibility of Results; Research; Review Literature as Topic",,Article,Open Access,Scopus
"8979286700;7402785784;","Qualitative Data Analysis After Coding",2014,"Qualitative Inquiry",144,"10.1177/1077800414532435","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901784034&doi=10.1177%2f1077800414532435&partnerID=40&md5=725bf0b8ac753711a7fa1ef85012c1c7",,,,Editorial,,Scopus
"56140586800;56140594800;","Electronic cigarettes: Product characterization and design considerations",2014,"Tobacco Control",144,"10.1136/tobaccocontrol-2013-051476","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899653963&doi=10.1136%2ftobaccocontrol-2013-051476&partnerID=40&md5=f781e3b6bdbf25b568835f6cf7f32fb9",,"aerosol; adverse effects; aerosol; electronic cigarette; human; Aerosols; Electronic Cigarettes; Humans",,Article,Open Access,Scopus
"16550681200;57188966193;36601268300;56009439200;","Assessment, evaluations, and definitions of research impact: A review",2014,"Research Evaluation",144,"10.1093/reseval/rvt021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892738894&doi=10.1093%2freseval%2frvt021&partnerID=40&md5=e4e2238a5d86b70875522974867041e4","assessment; evidence; impact; research evaluation",,,Review,Open Access,Scopus
"55967474700;6603575138;","Critical values for Lawshe's content validity ratio: Revisiting the original methods of calculation",2014,"Measurement and Evaluation in Counseling and Development",144,"10.1177/0748175613513808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890517559&doi=10.1177%2f0748175613513808&partnerID=40&md5=6d14b70f250d8fa81966a3e839ba46d7","content validity; content validity ratio; measurement; validation design",,,Article,,Scopus
"36741455500;55713012100;55803982800;","Environmentally responsible behavior in ecotourism: Antecedents and implications",2014,"Tourism Management",144,"10.1016/j.tourman.2013.06.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882787787&doi=10.1016%2fj.tourman.2013.06.013&partnerID=40&md5=60fbe9d7508b59d7b2fbe548fc1ee03c","Activity involvement; Ecotourism marketing; Environmentally responsible behavior; Perceived value; Satisfaction","ecotourism; least squares method; marketing; perception; questionnaire survey; stakeholder; tourism market; travel behavior",,Article,,Scopus
"54973771000;36795407600;26030694300;22633386500;","Changing ""Course"": Reconceptualizing Educational Variables for Massive Open Online Courses",2014,"Educational Researcher",143,"10.3102/0013189X14523038","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894777531&doi=10.3102%2f0013189X14523038&partnerID=40&md5=a80e3c3e213484d7d8b8a944ab6d707d","computers and learning;; higher education; learning environments",,"1258448",Article,,Scopus
"24474500300;55729156200;","User cooperation in wireless powered communication networks",2014,"2014 IEEE Global Communications Conference, GLOBECOM 2014",143,"10.1109/GLOCOM.2014.7037009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933563683&doi=10.1109%2fGLOCOM.2014.7037009&partnerID=40&md5=9bd3f821c9e575d5e839b7bcfb2bc49f",,"Energy transfer; Telecommunication networks; Throughput; Achievable throughputs; Information transmission; Throughput optimization; Time division multiple accesses (TDMA); Time and power allocations; User cooperation; Weighted sum-rate; Wireless energy transfers; Time division multiple access",,Conference Paper,,Scopus
"56699549500;36844717000;","Ethical and privacy principles for learning analytics",2014,"British Journal of Educational Technology",143,"10.1111/bjet.12152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898796786&doi=10.1111%2fbjet.12152&partnerID=40&md5=7023dda34a391f080f76f5af6261fa5c",,"Education; Educational technology; Ethical issues; Learning analytics; Learning experiences; Learning process; Privacy issue; Privacy principle; Philosophical aspects",,Article,,Scopus
"6507339939;55888335600;","Ontological anthropology and the deferral of critique",2014,"American Ethnologist",142,"10.1111/amet.12083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906048342&doi=10.1111%2famet.12083&partnerID=40&md5=e314d14b06ad8739f5cc04380cd87b8f","Alterity; Critique; Materiality; Nature-culture; Ontology",,,Article,,Scopus
"7402979014;7004536793;7101773606;35332713600;24337759300;","What is conscientiousness and how can it be assessed?",2014,"Developmental Psychology",142,"10.1037/a0031109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904265952&doi=10.1037%2fa0031109&partnerID=40&md5=a19833cca67c004e1889424587da7641","Conscientiousness; Hierarchical structure; Methods; Nomological net; Personality traits","executive function; human; impulsiveness; personality; personality assessment; psychological model; Executive Function; Humans; Impulsive Behavior; Models, Psychological; Personality; Personality Assessment",,Article,,Scopus
"56670451000;9742784700;55929942000;","Does secure land tenure save forests? A meta-analysis of the relationship between land tenure and tropical deforestation",2014,"Global Environmental Change",142,"10.1016/j.gloenvcha.2013.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901948532&doi=10.1016%2fj.gloenvcha.2013.05.012&partnerID=40&md5=da0ae04915fa3dc0550d79eab0874b7f","Deforestation; Degradation; Land tenure; Land tenure security; Meta-analysis; Protected areas",,"A-00-06-00014-00

",Article,,Scopus
"56349574400;49865171100;7404043399;","A literature review on the state-of-the-art in patent analysis",2014,"World Patent Information",142,"10.1016/j.wpi.2013.12.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900511122&doi=10.1016%2fj.wpi.2013.12.006&partnerID=40&md5=5d38932f26f1323d970040e1664ee81c","Natural language processing; Patent analysis; Text mining; Visualization techniques",,,Review,,Scopus
"7005427331;56672201700;24344046200;","Promoting Cycling for Transport: Research Needs and Challenges",2014,"Transport Reviews",142,"10.1080/01441647.2013.860204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893749873&doi=10.1080%2f01441647.2013.860204&partnerID=40&md5=85ac8b2594ba226667c1189101dac252","bicycle infrastructure; cost-benefit analysis; cycling; cycling benefits; longitudinal methods; panel surveys; qualitative methods; travel surveys","accuracy assessment; cost-benefit analysis; cycle transport; infrastructural development; investment; policy implementation; qualitative analysis; transportation policy; urban transport",,Review,,Scopus
"7202899819;55151603800;6602474542;35767216700;7202610488;6507623103;","Tourism and the smartphone app: capabilities, emerging practice and scope in the travel domain",2014,"Current Issues in Tourism",142,"10.1080/13683500.2012.718323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893605039&doi=10.1080%2f13683500.2012.718323&partnerID=40&md5=a5a7b2f872f7862d84ee6be03f884991","app; Internet of things; mobile media; smartphone; sustainable travel; transport","Internet; mobile communication; research; tourism; tourist destination",,Article,,Scopus
"7005655001;36908952400;35106581700;7406257162;","The ironic effects of weight stigma",2014,"Journal of Experimental Social Psychology",142,"10.1016/j.jesp.2013.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890358335&doi=10.1016%2fj.jesp.2013.11.009&partnerID=40&md5=9e6a2eb1a8dd8119e0a9805817494f15","Obesity; Prejudice; Self-regulation; Social identity; Stereotype threat; Stigma",,,Article,,Scopus
"36608397800;56639932900;56101477300;7405340239;","Comparative assessment of scoring functions on an updated benchmark: 2. evaluation methods and general results",2014,"Journal of Chemical Information and Modeling",141,"10.1021/ci500081m","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903287174&doi=10.1021%2fci500081m&partnerID=40&md5=8ac6b0a125ddbb09795444f71319dfad",,"Binding energy; Complexation; Forecasting; Gold; Testing; Binding affinities; Commercial software; Comparative assessment; Evaluation results; Objective evaluation; Protein-ligand binding affinities; Protein-ligand complexes; Three-dimensional structure; Function evaluation; ligand; protein; protein binding; binding site; chemistry; comparative study; computer program; drug design; metabolism; molecular docking; protein database; Binding Sites; Databases, Protein; Drug Design; Ligands; Molecular Docking Simulation; Protein Binding; Proteins; Software","",Article,,Scopus
"56106354000;56573372200;55490324500;56105094900;","Blended learning in higher education: Institutional adoption and implementation",2014,"Computers and Education",141,"10.1016/j.compedu.2014.02.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897885294&doi=10.1016%2fj.compedu.2014.02.011&partnerID=40&md5=8e7621cc504291ba720f0efc4108549f","Distance education and telelearning; Post-secondary education; Teaching/learning strategies","Adoption framework; Blended learning; Distance education and tele-learning; Higher education; Institutional strategy; Institutions of higher educations; Postsecondary education; Teaching/learning strategy; Distance education; Societies and institutions",,Article,,Scopus
"7402620138;","User-generated visibility: Secondary gatekeeping in a shared media space",2014,"New Media and Society",141,"10.1177/1461444813477833","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893149490&doi=10.1177%2f1461444813477833&partnerID=40&md5=a5211969883ed6bebd8cebf6b4db83d6","Gatekeeping; online audience; online newspapers; social media; user-generated content; visibility",,"",Article,,Scopus
"19934230600;36988701700;55738353700;55817368200;56118752900;26221371600;7402600963;23004658600;56626511600;56626250300;","Epidemiology of internet behaviors and addiction among adolescents in six Asian countries",2014,"Cyberpsychology, Behavior, and Social Networking",141,"10.1089/cyber.2014.0139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929031011&doi=10.1089%2fcyber.2014.0139&partnerID=40&md5=4b1e5d5ec85b2ba8e1f29c6e8946a760",,"adolescent; adolescent behavior; Asia; Behavior, Addictive; comparative study; cross-sectional study; cultural factor; ethnology; female; high risk behavior; human; Internet; longitudinal study; male; questionnaire; school; social network; utilization; Adolescent; Adolescent Behavior; Asia; Behavior, Addictive; Cross-Cultural Comparison; Cross-Sectional Studies; Female; Humans; Internet; Longitudinal Studies; Male; Questionnaires; Risk-Taking; Schools; Social Networking",,Article,,Scopus
"56330931800;6601974756;","Climate services for society: Origins, institutional arrangements, and design elements for an evaluation framework",2014,"Wiley Interdisciplinary Reviews: Climate Change",141,"10.1002/wcc.290","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906259409&doi=10.1002%2fwcc.290&partnerID=40&md5=3c51a5cc9b2c09325bb657c81790958b",,"Decision making; Design; Societies and institutions; Climate information; Climate variability and change; Evaluation framework; Institutional arrangement; International scale; Problem identification; Service development; World meteorological organizations; Climate change; climate change; decision making; institutional framework; research; sustainable development",,Article,Open Access,Scopus
"7202618128;","Individual and household interactions with energy systems: Toward integrated understanding",2014,"Energy Research and Social Science",141,"10.1016/j.erss.2014.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904676677&doi=10.1016%2fj.erss.2014.03.003&partnerID=40&md5=b12a1f2f996c61b6e37bd69a8ee3489c","Energy; Households; Individuals; Trans-disciplinary",,,Article,,Scopus
"7007140515;6602479931;55908416100;","Rethinking Historical Trauma",2014,"Transcultural Psychiatry",141,"10.1177/1363461514536358","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902189858&doi=10.1177%2f1363461514536358&partnerID=40&md5=e52475f313d9e6e4d2ba85fbefb57406","genocide; Holocaust; Indigenous peoples; social determinants of health; structural violence; transgenerational transmission; Trauma","American Indian; Canada; cultural anthropology; genocide; holocaust; human; human relation; mental stress; political system; posttraumatic stress disorder; psychology; United States; cultural anthropology; domestic violence; historical trauma; history; indigenous people; injury; North America; psychological aspect; review; social environment; social exclusion; Canadian; comparative study; Editorial; healing; politics; psychiatry; violence; Western Hemisphere; Canada; Colonialism; Culture; Genocide; Holocaust; Humans; Indians, North American; Intergenerational Relations; Stress Disorders, Post-Traumatic; Stress, Psychological; United States",,Editorial,,Scopus
"57108762300;55962847300;6701622160;","Adapting to the mobile world: A model of smartphone use",2014,"Annals of Tourism Research",141,"10.1016/j.annals.2014.04.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901983300&doi=10.1016%2fj.annals.2014.04.008&partnerID=40&md5=04ba1ff5309db5487ec779f25927e8d6","Daily life; Mobile systems; Smartphone; Technology; Tourist experience","information technology; mobile communication; technology adoption; tourism",,Article,,Scopus
