Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
1007;144833;"Qualitative Inquiry";journal;"15527565, 10778004";0,697;Q1;71;92;303;2608;430;300;1,14;28,35;United States;Northern America;"SAGE Publications Inc.";"1995-2020";"Anthropology (Q1); Social Sciences (miscellaneous) (Q1)"
1008;22053;"European Journal of Special Needs Education";journal;"08856257, 1469591X";0,696;Q2;41;33;104;1368;159;99;1,28;41,45;United Kingdom;Western Europe;"Routledge";"1986-2020";"Health Professions (miscellaneous) (Q1); Developmental and Educational Psychology (Q2); Education (Q2)"
1009;19300157109;"Irish Educational Studies";journal;"17474965, 03323315";0,695;Q2;19;30;74;1495;79;65;0,98;49,83;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1981-1986, 1988-1996, 1998-2020";"Education (Q2)"
1010;23373;"Journal of Environmental Planning and Management";journal;"13600559, 09640568";0,694;Q1;63;79;205;4252;371;200;1,70;53,82;United Kingdom;Western Europe;"Routledge";"1992-2020";"Fluid Flow and Transfer Processes (Q1); Geography, Planning and Development (Q1); Water Science and Technology (Q1); Environmental Science (miscellaneous) (Q2); Management, Monitoring, Policy and Law (Q2)"
1011;110031;"Resources Policy";journal;"03014207";0,694;Q1;64;77;127;3470;296;126;2,21;45,06;United Kingdom;Western Europe;"Elsevier Ltd.";"1974-2020";"Law (Q1); Sociology and Political Science (Q1); Economics and Econometrics (Q2); Management, Monitoring, Policy and Law (Q2)"
1012;28541;"Archives of Gerontology and Geriatrics";journal;"01674943";0,693;Q2;70;156;737;5840;1500;729;1,95;37,44;Ireland;Western Europe;"Elsevier Ireland Ltd";"1982-2020";"Gerontology (Q1); Geriatrics and Gerontology (Q2); Health (social science) (Q2); Aging (Q3)"
1013;17600155007;"Career Development for Exceptional Individuals";journal;"08857288, 15575047";0,693;Q2;33;23;57;816;75;48;1,52;35,48;United States;Northern America;"SAGE Publications Inc.";"1978-2014";"Education (Q2); Organizational Behavior and Human Resource Management (Q2)"
1014;16723;"Journal of Intellectual and Developmental Disability";journal;"13668250, 14699532";0,693;Q2;52;36;111;1354;152;102;1,31;37,61;United Kingdom;Western Europe;"Informa Healthcare";"1970-2013, 2017-2020";"Arts and Humanities (miscellaneous) (Q2); Education (Q2); Medicine (miscellaneous) (Q2); Psychology (miscellaneous) (Q2)"
1015;5700162193;"Leiden Journal of International Law";journal;"09221565, 14789698";0,693;Q1;32;48;153;2978;152;149;0,96;62,04;United Kingdom;Western Europe;"Cambridge University Press";"1988-2020";"Law (Q1); Political Science and International Relations (Q1)"
1016;15386;"Online Information Review";journal;"14684527, 14684535";0,693;Q1;53;68;168;2354;372;166;2,28;34,62;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1980-2020";"Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2)"
1017;21100215718;"Weather, Climate, and Society";journal;"19488335, 19488327";0,693;Q1;31;35;88;1325;108;72;1,28;37,86;United States;Northern America;"American Meteorological Society";"2009-2020";"Social Sciences (miscellaneous) (Q1); Global and Planetary Change (Q2); Atmospheric Science (Q3)"
1018;110220;"Human Ecology";journal;"15729915, 03007839";0,692;Q1;67;68;201;3876;397;187;1,61;57,00;United States;Northern America;"Springer Science + Business Media";"1972-2020";"Anthropology (Q1); Sociology and Political Science (Q1); Arts and Humanities (miscellaneous) (Q2); Ecology (Q2); Environmental Science (miscellaneous) (Q2); Health (social science) (Q2); Health, Toxicology and Mutagenesis (Q2); Public Health, Environmental and Occupational Health (Q2)"
1019;130140;"Geographical Research";journal;"17455863, 17455871";0,691;Q1;45;40;102;2015;178;92;2,02;50,38;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"2005-2020";"Geography, Planning and Development (Q1); Earth-Surface Processes (Q2)"
1020;22761;"Australian and New Zealand Journal of Criminology";journal;"00048658, 18379273";0,690;Q1;36;22;85;1124;133;74;1,62;51,09;United States;Northern America;"SAGE Publications Inc.";"1968-1988, 1990-2020";"Law (Q1); Pathology and Forensic Medicine (Q2); Social Psychology (Q2)"
1021;12794;"Journal of Documentation";journal;"00220418";0,690;Q1;61;48;164;2006;239;164;1,40;41,79;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"1945-2020";"Library and Information Sciences (Q1); Information Systems (Q2)"
1022;28082;"South European Society and Politics";journal;"13608746, 17439612";0,690;Q1;35;28;89;1227;115;88;1,30;43,82;United Kingdom;Western Europe;"Routledge";"1996-2020";"Sociology and Political Science (Q1)"
1023;145349;"Business and Politics";journal;"13695258, 14693569";0,689;Q1;28;22;73;1197;127;73;0,82;54,41;United Kingdom;Western Europe;"Cambridge University Press";"1999, 2004-2020";"Industrial Relations (Q1); Political Science and International Relations (Q1)"
1024;14172;"Feminism and Psychology";journal;"14647161, 09593535";0,689;Q1;50;37;120;1645;154;113;1,08;44,46;United Kingdom;Western Europe;"SAGE Publications Ltd";"1991-2020";"Gender Studies (Q1); Arts and Humanities (miscellaneous) (Q2); Psychology (miscellaneous) (Q2)"
1025;19700194105;"Sustainable Cities and Society";journal;"22106707";0,689;Q1;43;37;65;1413;155;63;2,46;38,19;Netherlands;Western Europe;"Elsevier BV";"2011-2020";"Geography, Planning and Development (Q1); Civil and Structural Engineering (Q2); Renewable Energy, Sustainability and the Environment (Q2); Transportation (Q2)"
1026;16498;"Past and Present";journal;"00312746, 1477464X";0,688;Q1;34;38;125;5920;135;120;0,99;155,79;United Kingdom;Western Europe;"Oxford University Press";"1952-2002, 2005-2020";"Cultural Studies (Q1); History (Q1)"
1027;1200147101;"Sport in Society";journal;"17430445, 17430437";0,686;Q1;35;111;309;3869;266;296;0,58;34,86;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2005-2020";"Cultural Studies (Q1); Sports Science (Q2)"
1028;24733;"American Behavioral Scientist";journal;"15523381, 00027642";0,685;Q1;102;91;274;4595;479;253;1,65;50,49;United States;Northern America;"SAGE Publications Inc.";"1957-2020";"Cultural Studies (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Education (Q2); Social Psychology (Q2)"
1029;5700162123;"Turkish Studies";journal;"14683849";0,685;Q1;20;40;118;1616;122;113;0,84;40,40;United Kingdom;Western Europe;"Routledge";"2009-2020";"History (Q1); Political Science and International Relations (Q1)"
1030;5800224699;"Modern Law Review";journal;"14682230, 00267961";0,684;Q1;19;45;86;4095;107;86;1,24;91,00;United States;Northern America;"Wiley-Blackwell";"1937-1995, 1997-1999, 2001-2002, 2004, 2011-2020";"Law (Q1)"
1031;28805;"Nurse Education in Practice";journal;"18735223, 14715953";0,684;Q2;43;112;214;3794;351;193;1,62;33,88;United Kingdom;Western Europe;"Churchill Livingstone";"2001-2020";"Nursing (miscellaneous) (Q1); Education (Q2); Medicine (miscellaneous) (Q2)"
1032;5700164242;"Comparative European Politics";journal;"1740388X, 14724790";0,683;Q1;29;39;88;1708;100;86;0,85;43,79;United Kingdom;Western Europe;"Palgrave Macmillan Ltd.";"2009-2020";"Political Science and International Relations (Q1)"
1033;4700152804;"Internet Reference Services Quarterly";journal;"15404749, 10875301";0,683;Q1;19;19;40;567;32;36;0,86;29,84;United States;Northern America;"Routledge";"1996-2002, 2004-2019";"E-learning (Q1); Library and Information Sciences (Q1)"
1034;13020;"Fordham Law Review";journal;"0015704X";0,682;Q1;32;105;246;15647;156;244;0,71;149,02;United States;Northern America;"Fordham University School of Law";"1973, 1975, 1978, 1980, 1983, 1994-2019";"Law (Q1)"
1035;17700156742;"Journal of Media Psychology";journal;"18641105, 21512388";0,682;Q1;26;21;59;839;87;56;1,41;39,95;Germany;Western Europe;"Hogrefe Publishing";"2008-2020";"Communication (Q1); Applied Psychology (Q2); Social Psychology (Q2)"
1036;19900193674;"Applied Ontology";journal;"18758533, 15705838";0,680;Q1;27;10;46;470;112;44;2,11;47,00;Netherlands;Western Europe;"IOS Press";"2005, 2007-2020";"Computer Science (miscellaneous) (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
1037;19500157002;"Archaeological and Anthropological Sciences";journal;"18669565, 18669557";0,680;Q1;27;27;77;1857;106;73;1,24;68,78;Germany;Western Europe;"Springer Verlag";"2009-2020";"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1)"
1038;130158;"British Journal of Politics and International Relations";journal;"13691481";0,680;Q1;37;37;112;2053;137;108;1,20;55,49;United Kingdom;Western Europe;"SAGE Publications Ltd";"2005-2020";"Political Science and International Relations (Q1); Management, Monitoring, Policy and Law (Q2)"
1039;144821;"Language Policy";journal;"15684555";0,680;Q1;30;18;51;782;64;49;1,35;43,44;Netherlands;Western Europe;"Springer Netherlands";"2004-2020";"Language and Linguistics (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q1)"
1040;17575;"Law and Policy";journal;"02658240, 14679930";0,679;Q1;43;14;62;1084;139;58;1,82;77,43;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1979-2020";"Law (Q1); Sociology and Political Science (Q1)"
1041;19700167012;"Pamatky Archeologicke";journal;"00310506";0,679;Q1;7;5;22;1143;18;22;0,47;228,60;Czech Republic;Eastern Europe;"Institute of Archealogy of the Academy of Sciences of the Czech Republic";"2009-2013, 2015-2018";"Archeology (Q1); Archeology (arts and humanities) (Q1)"
1042;26333;"Continuity and Change";journal;"1469218X, 02684160";0,678;Q1;24;15;48;1798;50;46;0,97;119,87;United Kingdom;Western Europe;"Cambridge University Press";"1986-2019";"History (Q1); Social Sciences (miscellaneous) (Q1)"
1043;5600152871;"International Studies in Sociology of Education";journal;"09620214, 17475066";0,678;Q1;32;20;60;776;68;56;1,22;38,80;United Kingdom;Western Europe;"Routledge";"1991-2020";"Social Sciences (miscellaneous) (Q1); Education (Q2)"
1044;4700152624;"Cultural Studies of Science Education";journal;"18711502";0,677;Q1;25;64;220;1889;126;213;0,51;29,52;Netherlands;Western Europe;"Springer Netherlands";"2006-2020";"Cultural Studies (Q1)"
1045;200147134;"First Monday";journal;"13960466";0,677;Q1;65;93;217;3489;485;214;1,79;37,52;United States;Northern America;"First Monday";"1996-2019";"Computer Networks and Communications (Q1); Law (Q1); Human-Computer Interaction (Q2)"
1046;11600153433;"Games and Culture";journal;"15554139, 15554120";0,677;Q1;44;21;68;777;141;65;1,64;37,00;United States;Northern America;"SAGE Publications Inc.";"2006-2020";"Anthropology (Q1); Communication (Q1); Cultural Studies (Q1); Applied Psychology (Q2); Arts and Humanities (miscellaneous) (Q2); Human-Computer Interaction (Q2)"
1047;12440;"Professional Geographer";journal;"14679272, 00330124";0,676;Q1;71;45;111;2338;205;107;1,74;51,96;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1949-2020";"Geography, Planning and Development (Q1); Earth-Surface Processes (Q2)"
1048;5700165209;"Community College Review";journal;"00915521";0,675;Q2;27;19;53;780;48;48;1,35;41,05;United States;Northern America;"SAGE Publications Inc.";"1973-2020";"Education (Q2)"
1049;12689;"Information Processing and Management";journal;"18735371, 03064573";0,675;Q1;94;92;207;3755;492;203;2,36;40,82;United Kingdom;Western Europe;"Elsevier Ltd.";"1975-2020";"Library and Information Sciences (Q1); Media Technology (Q1); Computer Science Applications (Q2); Information Systems (Q2); Management Science and Operations Research (Q2)"
1050;130056;"Journal of International Criminal Justice";journal;"14781395, 14781387";0,675;Q1;36;60;209;3572;216;173;1,06;59,53;United Kingdom;Western Europe;"Oxford University Press";"2005-2019";"Law (Q1); Sociology and Political Science (Q1)"
1051;23434;"Journal of Risk Research";journal;"14664461, 13669877";0,675;Q1;55;81;217;3183;376;207;1,92;39,30;United Kingdom;Western Europe;"Routledge";"1998-2020";"Engineering (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Safety, Risk, Reliability and Quality (Q2); Strategy and Management (Q2)"
1052;16907;"Research on Social Work Practice";journal;"10497315, 15527581";0,675;Q1;60;69;206;3007;370;194;1,34;43,58;United States;Northern America;"SAGE Publications Inc.";"1991-2020";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Psychology (miscellaneous) (Q2); Social Work (Q2)"
1053;21945;"Substance Use and Misuse";journal;"10826084, 15322491";0,675;Q2;76;162;629;6319;833;524;1,41;39,01;United Kingdom;Western Europe;"Informa Healthcare";"1966-2020";"Health (social science) (Q2); Medicine (miscellaneous) (Q2); Psychiatry and Mental Health (Q2); Public Health, Environmental and Occupational Health (Q2)"
1054;16543;"Tourism Economics";journal;"20440375, 13548166";0,675;Q1;55;89;225;2999;297;221;1,03;33,70;United States;Northern America;"SAGE Publications Inc.";"1995-2020";"Geography, Planning and Development (Q1); Tourism, Leisure and Hospitality Management (Q2)"
1055;19500157549;"Food Security";journal;"18764517, 18764525";0,674;Q1;41;71;96;3625;206;81;2,04;51,06;Germany;Western Europe;"Springer Netherlands";"2010-2020";"Agronomy and Crop Science (Q1); Development (Q1); Food Science (Q1)"
1056;12600154709;"Geriatrics and Gerontology International";journal;"14441586, 14470594";0,674;Q2;48;170;304;5197;541;228;2,02;30,57;United States;Northern America;"Wiley-Blackwell";"2004, 2008-2020";"Gerontology (Q1); Geriatrics and Gerontology (Q2); Health (social science) (Q2); Medicine (miscellaneous) (Q2)"
1057;86164;"Archaeometry";journal;"0003813X, 14754754";0,673;Q1;63;65;205;2889;318;202;1,52;44,45;United Kingdom;Western Europe;"Wiley-Blackwell Publishing Ltd";"1958-1967, 1969-2020";"Archeology (Q1); History (Q1)"
1058;19893;"Canadian Modern Language Review";journal;"00084506";0,672;Q1;43;19;64;0;50;60;0,60;0,00;Canada;Northern America;"University of Toronto Press";"1996-2019";"Linguistics and Language (Q1); Education (Q2)"
1059;5700167676;"Cultural Trends";journal;"14693690, 09548963";0,672;Q1;26;29;73;699;65;55;1,25;24,10;United Kingdom;Western Europe;"Routledge";"1989-1995, 1998, 2004-2008, 2010-2020";"Communication (Q1); Cultural Studies (Q1); Visual Arts and Performing Arts (Q1)"
1060;4700152279;"Journal of Marketing for Higher Education";journal;"15407144, 08841241";0,672;Q2;29;12;39;723;83;35;1,70;60,25;United States;Northern America;"Routledge";"1988-1991, 1993-2020";"Education (Q2); Marketing (Q2)"
1061;5400152639;"IET Intelligent Transport Systems";journal;"17519578, 1751956X";0,671;Q1;39;55;128;1431;282;124;1,89;26,02;United Kingdom;Western Europe;"Institution of Engineering and Technology";"2007-2020";"Law (Q1); Mechanical Engineering (Q1); Environmental Science (miscellaneous) (Q2); Transportation (Q2)"
1062;5800207756;"International Journal of Multilingualism";journal;"14790718";0,671;Q1;31;26;65;1050;87;61;1,00;40,38;United Kingdom;Western Europe;"Routledge";"2004-2020";"Language and Linguistics (Q1); Linguistics and Language (Q1)"
1063;22733;"Journal of African Economies";journal;"09638024, 14643723";0,671;Q1;44;39;108;1139;104;100;0,71;29,21;United Kingdom;Western Europe;"Oxford University Press";"1992-2020";"Development (Q1); Economics and Econometrics (Q2)"
1064;144637;"Tertiary Education and Management";journal;"13583883";0,671;Q2;31;23;66;980;67;63;0,86;42,61;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1995-2020";"Education (Q2); Organizational Behavior and Human Resource Management (Q2)"
1065;89175;"Anthropology and Education Quarterly";journal;"01617761, 15481492";0,670;Q1;44;33;77;1177;90;68;1,31;35,67;United States;Northern America;"Wiley-Blackwell";"1977-2020";"Anthropology (Q1); Education (Q2)"
1066;57810;"Journal of Cultural Heritage";journal;"12962074";0,670;Q1;59;108;229;2458;409;226;1,40;22,76;France;Western Europe;"Elsevier Masson";"2000-2020";"Anthropology (Q1); Archeology (arts and humanities) (Q1); Conservation (Q1); History (Q1); Chemistry (miscellaneous) (Q2); Materials Science (miscellaneous) (Q2); Spectroscopy (Q2)"
1067;23241;"International Journal of Game Theory";journal;"14321270, 00207276";0,669;Q1;40;53;137;1113;85;135;0,61;21,00;Germany;Western Europe;"Springer Verlag";"1971, 1973-2020";"Social Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2); Mathematics (miscellaneous) (Q2); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)"
1068;144973;"Men and Masculinities";journal;"1097184X";0,669;Q1;53;29;82;1495;158;79;1,72;51,55;United States;Northern America;"SAGE Publications Inc.";"1998-2020";"Gender Studies (Q1); History (Q1); Literature and Literary Theory (Q1); Sociology and Political Science (Q1)"
